Stock,Total Quarterly Gross Profit Score,Total Annual Gross Profit Score,Total Quarterly Revenue Score,Total Annual Revenue Score,Total Quarterly EPS Score,Total Annual EPS Score,Total Score
GLOG,2,0,2,0,0.0,0.0,4
GLP,1,1,2,1,1.0,0.0,6
GLT,3,1,1,0,1.0,2.0,8
GLW,1,0,1,0,1.0,0.0,3
GM,1,1,1,0,1.0,0.0,4
GME,2,0,2,0,0.0,0.0,4
GMED,1,0,1,0,1.0,0.0,3
GMS,1,1,1,1,1.0,0.0,5
GNK,1,0,1,0,0.0,0.0,2
GNL,1,1,2,0,0.0,1.0,5
GNRC,1,2,1,2,1.0,2.0,9
GOL,2,2,2,3,0.0,0.0,9
GOLD,1,3,1,1,2.0,1.0,9
GPC,1,0,1,1,1.0,0.0,4
GPI,1,1,1,0,1.0,3.0,7
GPK,2,0,1,2,0.0,0.0,5
GPN,1,3,1,3,1.0,0.0,9
GPRK,2,1,2,1,0.0,1.0,7
GPS,1,2,1,1,2.0,0.0,7
GPX,3,2,2,2,2.0,2.0,13
GRA,3,0,3,0,2.0,1.0,9
GRC,1,0,1,0,3.0,1.0,6
GRUB,1,0,0,2,0.0,0.0,3
GS,2,2,2,2,1.0,2.0,11
GSBD,3,2,3,2,1.0,0.0,11
GSK,1,1,1,1,1.0,2.0,7
GSL,1,2,0,2,1.0,2.0,8
GTES,1,0,1,0,1.0,1.0,4
GTN,1,1,1,1,2.0,0.0,6
GTS,0,1,0,1,1.0,2.0,5
GTT,1,1,1,1,0.0,0.0,4
GTY,1,2,0,2,3.0,3.0,11
GVA,0,1,0,0,1.0,0.0,2
GWB,2,0,2,0,2.0,1.0,7
GWRE,1,0,1,0,1.0,1.0,4
GWW,1,0,1,2,1.0,0.0,5
H,2,0,1,1,0.0,0.0,4
HAE,1,2,3,1,1.0,2.0,10
HAL,3,0,2,0,0.0,0.0,5
HASI,0,0,0,0,1.0,1.0,2
HBI,2,0,0,0,0.0,0.0,2
HBM,1,0,1,0,0.0,0.0,2
HCA,1,1,1,1,2.0,2.0,8
HCC,0,0,3,0,0.0,0.0,3
HCHC,1,2,2,1,1.0,1.0,8
HCI,1,1,1,2,1.0,1.0,7
HD,0,2,0,2,0.0,2.0,6
HE,1,0,1,0,0.0,0.0,2
HEI,1,0,1,0,2.0,0.0,4
HEP,1,0,1,0,2.0,1.0,5
HES,1,0,1,0,0.0,0.0,2
HEXO,2,1,0,1,0.0,0.0,4
HFC,2,0,1,0,0.0,0.0,3
HGV,1,1,1,1,0.0,0.0,4
HHC,2,1,2,1,2.0,2.0,10
HI,1,2,1,2,2.0,1.0,9
HIG,2,1,2,0,2.0,0.0,7
HII,1,2,3,0,1.0,2.0,9
HIL,2,2,0,0,2.0,2.0,8
HIW,0,3,0,1,3.0,2.0,9
HLF,1,2,1,2,0.0,2.0,8
HLI,3,1,3,1,3.0,2.0,13
HLT,1,0,1,0,0.0,1.0,3
HMC,1,0,1,0,1.0,0.0,3
HMLP,1,2,1,0,1.0,1.0,6
HMN,2,1,1,1,2.0,1.0,8
HNGR,2,1,1,1,1.0,2.0,8
HNI,2,1,2,1,1.0,2.0,9
HOG,1,0,1,0,1.0,0.0,3
HOME,1,1,1,0,1.0,1.0,5
HON,3,0,3,0,2.0,0.0,8
HOV,2,2,1,3,1.0,2.0,11
HP,2,0,2,0,0.0,0.0,4
HPE,3,0,1,0,3.0,0.0,7
HPP,2,1,2,1,0.0,0.0,6
HPQ,3,0,0,0,0.0,0.0,3
HPR,1,0,1,0,0.0,1.0,3
HR,0,2,1,2,0.0,2.0,7
HRB,0,0,0,0,0.0,0.0,0
HRC,2,2,2,0,2.0,2.0,10
HRI,1,0,1,0,1.0,2.0,5
HRL,1,2,3,2,1.0,0.0,9
HRTG,0,1,3,1,0.0,1.0,6
HT,0,1,1,1,0.0,0.0,3
HTA,1,2,1,2,2.0,2.0,10
HTH,0,3,0,3,0.0,3.0,9
HUBB,1,0,1,0,1.0,0.0,3
HUBS,1,0,1,0,0.0,0.0,2
HUM,0,2,1,3,0.0,1.0,7
HUN,1,0,1,0,3.0,3.0,8
HVT,1,0,1,0,2.0,2.0,6
HWM,2,1,2,1,3.0,0.0,9
HXL,2,1,2,0,1.0,1.0,7
HY,2,1,2,0,3.0,3.0,11
HZN,2,0,2,0,2.0,2.0,8
HZO,2,2,2,2,0.0,2.0,10
IAA,1,0,1,0,1.0,0.0,3
IAG,0,2,1,2,2.0,2.0,9
IBA,1,3,1,2,2.0,2.0,11
IBM,2,0,2,0,1.0,0.0,5
IBN,2,2,2,2,0.0,2.0,10
IBP,0,3,1,0,0.0,2.0,6
ICD,0,0,2,0,0.0,0.0,2
ICE,3,2,3,2,2.0,2.0,14
ICL,1,0,3,0,2.0,0.0,6
IDA,1,3,1,2,1.0,0.0,8
IDT,1,2,1,0,1.0,2.0,7
IEX,3,0,3,0,1.0,0.0,7
IFF,1,1,1,1,1.0,1.0,6
IFS,1,1,1,1,,,4
IGT,2,1,2,0,0.0,0.0,5
IHC,2,0,0,1,2.0,0.0,5
IIPR,1,1,1,1,1.0,0.0,5
IMAX,2,1,2,2,0.0,1.0,8
INFO,1,0,1,0,1.0,2.0,5
INFY,1,1,3,3,1.0,2.0,11
INGR,1,0,1,0,1.0,0.0,3
INN,1,0,1,0,0.0,0.0,2
INSP,1,0,1,0,0.0,0.0,2
INSW,1,2,1,2,0.0,0.0,6
INT,1,0,1,0,2.0,1.0,5
INVH,2,2,1,2,2.0,1.0,10
IO,2,1,2,0,0.0,0.0,5
IP,1,0,1,0,0.0,0.0,2
IPG,3,1,3,0,1.0,0.0,8
IPI,2,0,2,0,0.0,1.0,5
IQV,1,0,3,0,1.0,2.0,7
IR,0,2,2,2,3.0,0.0,9
IRM,1,0,1,0,1.0,2.0,5
IRS,1,2,1,2,1.0,2.0,9
IT,3,0,3,0,2.0,0.0,8
ITGR,3,0,2,0,1.0,0.0,6
ITT,1,0,3,0,0.0,0.0,4
ITW,1,0,1,0,1.0,0.0,3
IVC,3,0,1,0,0.0,0.0,4
IVR,1,1,1,1,1.0,1.0,6
IVZ,1,1,3,1,1.0,0.0,7
IX,1,0,3,0,2.0,0.0,6
J,1,0,1,0,2.0,1.0,5
JAX,2,0,2,0,0.0,2.0,6
JBGS,1,0,1,0,0.0,0.0,2
JBL,3,1,1,0,1.0,1.0,7
JBT,2,0,3,0,2.0,0.0,7
JCI,1,0,1,0,1.0,1.0,4
JE,0,1,1,0,1.0,0.0,3
JEF,1,1,1,2,1.0,0.0,6
JHG,3,2,3,2,2.0,0.0,12
JHX,1,1,1,1,1.0,1.0,6
JILL,3,0,3,0,0.0,0.0,6
JKS,0,3,2,2,1.0,1.0,9
JLL,3,0,3,0,1.0,0.0,7
JMP,2,2,2,2,1.0,0.0,9
JNJ,1,0,1,2,0.0,0.0,4
JNPR,2,0,2,0,0.0,0.0,4
JP,1,0,1,0,0.0,0.0,2
JPM,1,0,1,0,1.0,0.0,3
JWN,3,0,2,0,2.0,0.0,7
K,0,2,2,2,0.0,2.0,8
KAI,3,0,3,0,2.0,1.0,9
KAR,1,0,1,1,1.0,0.0,4
KB,0,2,0,2,1.0,2.0,7
KBH,3,0,3,0,1.0,1.0,8
KBR,1,0,2,0,1.0,0.0,4
KEP,1,2,1,0,1.0,0.0,5
KEX,0,0,0,0,0.0,1.0,1
KEY,1,0,1,0,1.0,0.0,3
KEYS,1,0,1,0,0.0,1.0,3
KFY,1,0,1,0,1.0,2.0,5
KGC,0,3,0,3,1.0,1.0,8
KIM,1,0,1,0,2.0,2.0,6
KKR,0,1,0,1,2.0,1.0,5
KL,0,1,3,3,2.0,3.0,12
KMB,2,3,3,2,2.0,1.0,13
KMI,1,0,1,0,1.0,0.0,3
KMPR,2,1,1,1,0.0,1.0,6
KMT,3,0,3,0,2.0,0.0,8
KMX,1,2,1,2,1.0,1.0,8
KN,1,0,1,0,3.0,0.0,5
KNL,1,0,1,0,2.0,0.0,4
KNOP,1,1,1,1,1.0,1.0,6
KNX,1,2,1,0,1.0,2.0,7
KO,1,1,1,1,0.0,0.0,4
KOF,1,1,1,1,2.0,1.0,7
KOP,0,1,0,0,0.0,1.0,2
KOS,1,1,1,1,2.0,0.0,6
KR,0,2,0,2,0.0,1.0,5
KRA,2,0,3,0,0.0,0.0,5
KRC,1,3,1,1,1.0,0.0,7
KREF,0,0,0,0,0.0,0.0,0
KRO,0,0,2,2,0.0,0.0,4
KRP,1,0,1,0,0.0,0.0,2
KSS,1,0,1,0,1.0,0.0,3
KSU,1,1,1,1,1.0,2.0,7
KTB,2,0,2,0,2.0,,6
KW,1,0,1,0,0.0,2.0,4
KWR,1,1,1,1,2.0,1.0,7
L,1,1,1,1,3.0,1.0,8
LAD,1,2,1,0,1.0,2.0,7
LADR,1,0,1,0,2.0,1.0,5
LAIX,1,0,1,0,0.0,,2
LAZ,2,2,2,0,1.0,1.0,8
LB,0,0,2,0,1.0,0.0,3
LCI,0,0,2,0,0.0,0.0,2
LCII,1,2,1,2,1.0,2.0,9
LDL,1,0,1,0,2.0,0.0,4
LDOS,1,2,1,3,2.0,0.0,9
LEA,1,0,1,0,1.0,0.0,3
LEAF,0,2,0,2,3.0,0.0,7
LEE,2,2,2,2,2.0,0.0,10
LEG,1,1,1,1,1.0,1.0,6
LEN,0,1,2,0,2.0,2.0,7
LFT,0,2,0,2,1.0,2.0,7
LH,1,2,1,2,1.0,2.0,9
LHX,3,1,3,1,1.0,1.0,10
LII,0,0,0,0,0.0,0.0,0
LIN,1,1,1,1,1.0,2.0,7
LL,2,0,2,0,2.0,2.0,8
LLY,3,2,3,2,2.0,0.0,12
LMT,2,0,2,1,3.0,0.0,8
LNC,1,0,1,0,1.0,0.0,3
LND,0,0,0,1,0.0,0.0,1
LNN,0,2,0,2,0.0,2.0,6
LOW,0,2,0,2,2.0,1.0,7
LPG,2,2,2,2,2.0,2.0,12
LPI,1,0,1,0,0.0,0.0,2
LPL,1,2,1,2,2.0,0.0,8
LRN,1,1,1,1,1.0,0.0,5
LSPD,1,2,3,3,0.0,,9
LTC,1,1,1,1,1.0,2.0,7
LUB,1,0,1,0,1.0,0.0,3
LUMN,0,0,0,0,0.0,0.0,0
LUV,0,0,1,0,0.0,0.0,1
LW,1,1,1,1,1.0,0.0,5
LXFR,2,0,1,0,0.0,1.0,4
LXU,0,2,2,0,0.0,0.0,4
LYB,3,0,1,0,0.0,0.0,4
LYV,1,0,1,0,0.0,0.0,2
LZB,1,1,1,1,1.0,2.0,7
M,1,0,2,0,2.0,0.0,5
MA,1,0,1,0,3.0,0.0,5
MAA,2,1,1,1,2.0,1.0,8
MAC,1,0,3,0,0.0,1.0,5
MAIN,2,0,2,0,1.0,0.0,5
MAN,1,0,1,0,3.0,0.0,5
MANU,2,1,2,1,0.0,1.0,7
MAS,1,2,1,2,1.0,2.0,9
MATX,1,2,1,2,0.0,2.0,8
MAXR,0,2,2,2,0.0,3.0,9
MBI,1,1,2,2,0.0,0.0,6
MBT,2,1,2,1,2.0,2.0,10
MC,3,2,3,2,1.0,2.0,13
MCB,0,0,0,0,1.0,0.0,1
MCD,1,1,1,1,1.0,0.0,5
MCK,1,1,1,2,1.0,2.0,8
MCO,0,3,0,3,0.0,2.0,8
MCS,2,0,2,2,0.0,0.0,6
MCY,2,1,2,1,2.0,1.0,9
MDC,2,2,2,2,2.0,2.0,12
MDLY,1,0,1,0,0.0,0.0,2
MDP,3,1,3,1,3.0,0.0,11
MDU,0,1,1,1,0.0,1.0,4
MED,1,0,1,0,3.0,1.0,6
MEI,2,1,2,0,2.0,1.0,8
MET,1,0,3,0,1.0,0.0,5
MFA,0,1,0,1,0.0,1.0,3
MFC,2,1,2,1,1.0,0.0,7
MGA,1,0,1,0,2.0,0.0,4
MGM,1,1,1,1,0.0,1.0,5
MGP,2,1,0,0,0.0,0.0,3
MHK,1,0,1,0,1.0,0.0,3
MHO,0,2,0,2,0.0,2.0,6
MITT,2,1,2,1,1.0,1.0,8
MIXT,1,1,1,1,2.0,0.0,6
MKC,2,2,2,2,0.0,2.0,10
MKL,2,1,2,1,2.0,1.0,9
MLI,1,1,1,0,1.0,2.0,6
MLM,0,1,0,1,0.0,1.0,3
MLP,3,1,2,1,0.0,0.0,7
MLR,2,1,2,1,3.0,1.0,10
MMC,2,1,2,1,2.0,2.0,10
MMP,1,0,1,0,1.0,0.0,3
MMS,0,1,0,1,2.0,1.0,5
MN,2,0,1,0,1.0,0.0,4
MNR,1,0,3,0,2.0,0.0,6
MNRL,1,0,1,0,0.0,,2
MO,1,3,1,3,2.0,2.0,12
MOD,1,0,1,0,1.0,1.0,4
MODN,2,2,2,2,0.0,0.0,8
MOH,0,2,1,2,0.0,0.0,5
MOS,0,2,1,0,2.0,2.0,7
MOV,3,1,3,1,2.0,1.0,11
MPW,1,2,1,2,0.0,0.0,6
MPX,1,0,1,0,2.0,1.0,5
MRC,1,0,0,0,0.0,0.0,1
MRK,1,1,1,1,0.0,0.0,4
MRO,1,0,1,0,0.0,0.0,2
MS,2,2,2,2,2.0,2.0,12
MSA,2,0,2,0,0.0,0.0,4
MSB,1,0,1,0,1.0,0.0,3
MSC,2,1,3,1,0.0,2.0,9
MSCI,1,0,3,2,1.0,0.0,7
MSGE,0,0,1,0,0.0,,1
MSGN,0,1,1,1,2.0,2.0,7
MSGS,1,0,1,1,0.0,0.0,3
MSI,3,0,3,0,3.0,2.0,11
MSM,2,0,2,0,0.0,0.0,4
MT,1,0,1,0,0.0,0.0,2
MTB,1,0,1,0,1.0,0.0,3
MTD,3,2,1,2,2.0,0.0,10
MTDR,1,0,1,0,0.0,0.0,2
MTG,1,0,3,1,1.0,0.0,6
MTH,2,2,2,2,2.0,2.0,12
MTN,0,1,2,1,0.0,0.0,4
MTOR,1,0,1,0,3.0,1.0,6
MTR,0,0,0,0,0.0,0.0,0
MTW,1,0,3,0,2.0,1.0,7
MTX,3,0,3,0,1.0,0.0,7
MTZ,1,1,0,0,3.0,2.0,7
MUR,1,1,1,1,0.0,0.0,4
MUSA,0,3,1,0,0.0,2.0,6
MUX,0,1,2,1,0.0,0.0,4
MVO,1,1,1,1,1.0,1.0,6
MWA,1,1,1,0,1.0,2.0,6
MX,2,0,3,0,3.0,0.0,8
MXL,1,2,1,2,0.0,0.0,6
MYE,2,1,2,1,2.0,2.0,10
NAV,2,0,2,0,0.0,0.0,4
NBHC,1,2,1,2,1.0,0.0,7
NBR,2,0,2,0,0.0,0.0,4
NC,2,1,0,1,2.0,1.0,7
NCLH,0,0,2,0,0.0,0.0,2
NCR,1,1,1,1,0.0,1.0,5
NEE,1,1,1,1,0.0,0.0,4
NEM,1,3,1,1,1.0,1.0,8
NEP,0,3,0,1,2.0,0.0,6
NET,1,1,1,3,0.0,0.0,6
NEU,1,1,1,0,1.0,0.0,4
NEW,2,0,2,0,1.0,,5
NEWR,0,1,1,1,0.0,0.0,3
NEX,2,0,2,0,0.0,0.0,4
NEXA,1,2,1,0,0.0,0.0,4
NFG,2,1,2,1,2.0,0.0,8
NGL,1,2,1,1,0.0,1.0,6
NGS,0,2,0,2,0.0,0.0,4
NGVC,3,2,2,2,0.0,2.0,11
NGVT,1,0,1,0,1.0,0.0,3
NI,2,1,2,0,2.0,1.0,8
NINE,0,0,0,0,0.0,0.0,0
NKE,1,1,1,1,1.0,1.0,6
NL,0,1,2,1,1.0,2.0,7
NLS,1,2,1,2,1.0,2.0,9
NLSN,1,0,3,0,3.0,0.0,7
NLY,0,2,0,2,0.0,0.0,4
NM,3,1,3,0,0.0,0.0,7
NMM,3,0,3,0,2.0,0.0,8
NMR,2,2,2,2,0.0,2.0,10
NNA,0,2,1,2,1.0,0.0,6
NNI,0,2,0,2,1.0,1.0,6
NNN,2,1,2,1,1.0,0.0,7
NOA,3,1,3,1,2.0,0.0,10
NOAH,3,1,3,1,0.0,0.0,8
NOC,2,0,2,0,0.0,2.0,6
NOMD,2,2,2,2,1.0,0.0,9
NOV,1,0,0,0,0.0,0.0,1
NOVA,0,0,0,0,0.0,,0
NOW,3,0,3,0,2.0,1.0,9
NPK,1,0,1,0,1.0,2.0,5
NPO,3,0,1,0,0.0,3.0,7
NR,2,0,2,0,0.0,0.0,4
NRG,1,1,3,1,1.0,3.0,10
NRP,0,2,0,3,0.0,1.0,6
NRT,0,1,0,1,0.0,1.0,3
NRZ,0,0,0,1,1.0,0.0,2
NS,1,1,1,0,0.0,0.0,3
NSA,3,0,1,0,0.0,2.0,6
NSC,1,0,1,0,1.0,1.0,4
NSCO,0,0,2,1,2.0,,5
NSP,0,2,3,0,0.0,0.0,5
NTB,1,0,1,0,2.0,0.0,4
NTCO,2,1,2,1,,,6
NTP,2,3,3,3,0.0,2.0,13
NTR,2,0,0,2,1.0,0.0,5
NTZ,2,0,2,0,0.0,1.0,5
NUE,3,0,1,0,2.0,0.0,6
NUS,0,2,0,2,0.0,1.0,5
NVGS,1,0,0,1,1.0,0.0,3
NVO,3,1,3,1,1.0,2.0,11
NVR,1,0,1,0,1.0,0.0,3
NVRO,1,0,1,0,0.0,0.0,2
NVS,1,1,1,0,3.0,0.0,6
NVST,1,0,1,0,3.0,0.0,5
NVT,1,0,1,0,2.0,1.0,5
NVTA,1,0,1,0,0.0,0.0,2
NWHM,1,0,1,1,1.0,0.0,4
NWN,2,1,2,1,0.0,1.0,7
NXRT,1,1,1,1,1.0,1.0,6
NYCB,2,2,2,2,3.0,2.0,13
NYT,3,1,3,0,1.0,0.0,8
O,2,1,2,1,2.0,0.0,8
OC,1,2,1,0,1.0,0.0,5
OCFT,0,0,2,0,,,2
OCN,1,1,1,1,0.0,0.0,4
ODC,2,2,2,1,1.0,1.0,9
OEC,1,0,1,0,1.0,0.0,3
OGE,1,1,1,0,0.0,1.0,4
OGS,2,1,2,0,0.0,2.0,7
OHI,2,0,2,1,2.0,0.0,7
OI,1,0,1,0,1.0,2.0,5
OII,2,2,1,1,0.0,0.0,6
OIS,2,0,2,0,0.0,0.0,4
OKE,1,0,1,0,0.0,0.0,2
OLN,1,0,1,0,0.0,0.0,2
OLP,2,0,2,2,2.0,0.0,8
OMC,1,0,3,0,1.0,0.0,5
OMF,1,1,1,1,1.0,0.0,5
OMI,1,3,1,0,1.0,2.0,8
ONTO,2,2,2,3,2.0,2.0,13
OOMA,1,1,1,1,0.0,0.0,4
OPY,2,3,2,3,1.0,2.0,13
OR,1,2,1,0,1.0,0.0,5
ORA,2,2,2,0,0.0,0.0,6
ORC,0,1,0,1,1.0,2.0,5
ORCC,2,0,2,0,0.0,1.0,5
ORCL,2,0,2,0,2.0,1.0,7
ORI,2,1,2,1,2.0,1.0,9
ORN,1,1,0,1,1.0,2.0,6
OSB,2,0,2,0,1.0,2.0,7
OSG,0,2,1,0,0.0,0.0,3
OSK,1,0,1,0,1.0,0.0,3
OTIS,1,1,1,0,0.0,,3
OUT,1,1,1,1,0.0,2.0,6
OVV,1,0,1,0,0.0,0.0,2
OXM,1,0,1,0,0.0,2.0,4
OXY,1,0,1,0,0.0,0.0,2
PAC,1,0,1,0,2.0,2.0,6
PAG,1,0,1,0,1.0,2.0,5
PAGS,3,3,3,2,0.0,0.0,11
PAM,2,0,2,2,2.0,2.0,10
PANW,2,1,2,0,0.0,0.0,5
PAR,2,0,2,0,0.0,0.0,4
PARR,0,1,1,1,0.0,0.0,3
PAYC,3,1,3,0,0.0,1.0,8
PB,3,3,3,3,2.0,2.0,16
PBA,3,0,1,0,2.0,0.0,6
PBF,0,0,1,0,0.0,1.0,2
PBFX,0,3,2,1,1.0,2.0,9
PBH,1,2,1,0,0.0,2.0,6
PBI,3,0,3,2,1.0,0.0,9
PBT,0,0,0,0,0.0,0.0,0
PCG,2,2,1,3,2.0,0.0,10
PDM,0,1,0,1,2.0,1.0,5
PDS,2,0,2,0,0.0,1.0,5
PEAK,0,1,1,3,2.0,2.0,9
PEG,1,1,1,0,2.0,2.0,7
PEI,2,0,2,0,0.0,0.0,4
PEN,1,0,1,0,2.0,1.0,5
PFGC,1,3,1,3,2.0,0.0,10
PFS,1,1,1,1,1.0,0.0,5
PFSI,1,1,1,1,2.0,2.0,8
PG,1,3,1,2,1.0,2.0,10
PGR,2,1,2,1,0.0,0.0,6
PGTI,1,2,1,2,1.0,2.0,9
PH,3,0,3,0,3.0,1.0,10
PHI,1,2,2,3,2.0,1.0,11
PHM,0,2,1,2,0.0,2.0,7
PHX,1,0,1,0,0.0,0.0,2
PII,1,0,1,0,1.0,0.0,3
PINE,1,2,1,2,,,6
PING,3,1,3,1,0.0,0.0,8
PINS,1,2,1,0,2.0,0.0,6
PIPR,2,3,2,3,1.0,0.0,11
PJT,1,3,1,3,3.0,1.0,12
PK,0,1,1,1,0.0,0.0,3
PKE,0,1,2,1,0.0,1.0,5
PKG,1,0,1,0,1.0,0.0,3
PKI,2,2,2,2,2.0,2.0,12
PKX,1,0,3,0,2.0,0.0,6
PLAN,3,0,1,1,0.0,0.0,5
PLD,2,3,2,3,0.0,0.0,10
PLNT,1,1,1,0,0.0,1.0,4
PLOW,2,1,2,0,1.0,1.0,7
PLT,3,1,3,1,2.0,0.0,10
PLYM,3,0,3,0,0.0,0.0,6
PM,1,0,1,0,1.0,2.0,5
PMT,0,1,0,1,0.0,0.0,2
PNC,1,1,1,1,0.0,3.0,7
PNM,1,3,1,3,1.0,1.0,10
PNW,0,2,0,2,0.0,1.0,5
POR,2,1,1,1,2.0,0.0,7
POST,3,0,1,2,0.0,0.0,6
PPG,1,1,1,0,1.0,0.0,4
PPL,1,1,1,0,2.0,0.0,5
PRA,1,0,0,1,2.0,2.0,6
PRG,1,2,1,3,0.0,0.0,7
PRGO,0,0,0,2,0.0,0.0,2
PRI,1,0,1,0,0.0,1.0,3
PRLB,1,0,1,0,1.0,0.0,3
PRMW,1,1,1,0,2.0,1.0,6
PRO,0,1,0,1,0.0,0.0,2
PROS,2,0,2,0,0.0,0.0,4
PRSP,1,1,1,1,1.0,,5
PRTY,2,0,2,0,2.0,0.0,6
PRU,1,1,1,0,1.0,1.0,5
PSB,3,1,1,1,1.0,2.0,9
PSN,2,0,1,0,0.0,0.0,3
PSX,1,0,1,0,0.0,0.0,2
PSXP,1,0,1,0,0.0,0.0,2
PUMP,2,0,1,0,0.0,0.0,3
PVG,0,2,2,2,1.0,1.0,8
PVH,1,0,3,0,2.0,1.0,7
PVL,1,1,1,1,1.0,0.0,5
PWR,1,0,1,0,1.0,1.0,4
PXD,1,0,1,0,2.0,0.0,4
QD,1,2,1,0,3.0,2.0,9
QEP,1,0,1,0,0.0,2.0,4
QGEN,2,2,2,2,1.0,2.0,11
QSR,1,0,1,0,1.0,0.0,3
QTS,2,2,1,3,0.0,0.0,8
QTWO,0,1,1,1,0.0,0.0,3
QUAD,3,0,3,0,2.0,0.0,8
QUOT,1,0,1,0,0.0,0.0,2
R,2,0,1,0,1.0,0.0,4
RACE,1,1,1,1,2.0,1.0,7
RAD,2,2,2,3,2.0,0.0,11
RAMP,3,2,3,3,0.0,1.0,12
RBA,2,2,2,0,2.0,0.0,8
RBC,1,0,1,0,1.0,0.0,3
RC,1,0,1,2,1.0,1.0,6
RCI,1,0,1,0,2.0,0.0,4
RCL,0,1,2,1,0.0,0.0,4
RDN,1,1,0,1,2.0,1.0,6
RDY,0,3,1,3,1.0,1.0,9
RE,0,1,0,3,0.0,1.0,5
RES,3,0,1,0,0.0,0.0,4
RESI,1,1,2,1,1.0,0.0,6
REV,2,0,2,0,0.0,0.0,4
REVG,1,0,1,0,0.0,0.0,2
REX,2,0,2,1,2.0,0.0,7
REXR,3,0,3,0,1.0,1.0,8
REZI,1,1,1,0,1.0,0.0,4
RF,1,0,1,0,1.0,0.0,3
RFL,1,1,1,1,0.0,0.0,4
RFP,1,2,1,0,3.0,1.0,8
RGA,0,1,2,1,0.0,1.0,5
RGR,1,2,3,2,1.0,2.0,11
RGS,1,0,1,0,0.0,0.0,2
RH,1,0,1,2,1.0,1.0,6
RHI,1,0,3,0,1.0,0.0,5
RHP,0,3,1,3,0.0,1.0,8
RIG,0,2,0,0,1.0,0.0,3
RJF,1,0,1,0,3.0,0.0,5
RKT,2,3,2,3,,,10
RL,1,1,1,1,2.0,0.0,6
RLGY,1,0,1,2,1.0,0.0,5
RLJ,0,0,1,0,0.0,1.0,2
RM,1,1,3,1,1.0,2.0,9
RMAX,1,0,1,1,1.0,1.0,5
RNG,3,0,3,1,1.0,0.0,8
RNR,2,0,2,1,2.0,1.0,8
ROG,1,1,1,0,2.0,2.0,7
ROK,1,0,1,0,2.0,3.0,7
ROL,0,1,0,1,0.0,2.0,4
ROP,3,0,3,0,3.0,1.0,10
RPAI,1,1,1,0,2.0,0.0,5
RPM,0,1,0,0,0.0,2.0,3
RPT,1,0,1,0,0.0,1.0,3
RRC,1,0,3,0,2.0,0.0,6
RS,1,0,1,0,2.0,1.0,5
RSG,3,1,1,1,1.0,1.0,8
RTX,2,1,2,1,1.0,0.0,7
RVLV,1,0,1,0,1.0,,3
RWT,0,1,0,1,0.0,1.0,3
RY,2,1,2,1,2.0,0.0,8
RYAM,1,2,3,0,1.0,2.0,9
RYB,2,2,2,2,0.0,0.0,8
RYI,1,0,1,0,0.0,0.0,2
RYN,2,2,3,2,2.0,0.0,11
SAFE,3,0,3,0,1.0,0.0,7
SAH,1,1,1,1,0.0,1.0,5
SAIC,0,3,2,3,1.0,2.0,11
SAIL,2,2,2,2,1.0,1.0,10
SAM,0,3,0,3,0.0,3.0,9
SAN,1,1,1,1,2.0,0.0,6
SAND,1,1,3,1,1.0,1.0,8
SAP,2,1,2,1,3.0,2.0,11
SAR,1,1,1,1,1.0,2.0,7
SAVE,0,1,1,0,0.0,1.0,3
SBH,1,0,1,0,1.0,0.0,3
SBOW,2,0,2,1,0.0,3.0,8
SBR,0,1,0,1,0.0,1.0,3
SBS,0,1,1,3,1.0,2.0,8
SC,1,1,1,1,1.0,1.0,6
SCCO,1,2,1,2,3.0,1.0,10
SCI,0,2,1,2,2.0,2.0,9
SCL,0,2,2,2,0.0,2.0,8
SCM,2,1,2,1,1.0,1.0,8
SCS,1,3,1,1,1.0,3.0,10
SCU,2,2,2,3,3.0,1.0,13
SCX,1,0,1,1,1.0,1.0,5
SD,2,0,2,0,0.0,0.0,4
SE,2,2,3,3,0.0,0.0,10
SEAS,3,0,1,0,0.0,1.0,5
SEE,3,0,3,2,1.0,3.0,12
SEM,1,0,1,0,2.0,2.0,6
SF,3,3,3,3,2.0,0.0,14
SFUN,1,0,1,0,1.0,0.0,3
SHAK,1,0,1,1,0.0,1.0,4
SHG,3,3,3,3,2.0,3.0,17
SHLX,2,1,2,0,0.0,0.0,5
SHO,0,0,1,0,0.0,0.0,1
SHOP,2,2,2,2,1.0,2.0,11
SHW,0,0,1,2,0.0,1.0,4
SI,2,0,2,0,3.0,,7
SIG,3,1,3,0,2.0,2.0,11
SII,0,2,0,2,1.0,,5
SITC,3,0,2,0,1.0,0.0,6
SITE,0,3,0,2,1.0,0.0,6
SIX,1,0,1,0,0.0,0.0,2
SJI,0,2,1,0,0.0,0.0,3
SJM,1,3,1,1,2.0,2.0,10
SJR,1,2,1,0,0.0,1.0,5
SJW,0,3,0,3,1.0,0.0,7
SKM,1,1,0,1,1.0,0.0,4
SKT,1,0,1,0,1.0,1.0,4
SKX,1,0,1,1,1.0,0.0,4
SLB,1,0,2,0,2.0,0.0,5
SLCA,1,0,3,0,0.0,0.0,4
SLF,1,0,2,1,1.0,0.0,5
SLG,0,0,0,0,2.0,2.0,4
SM,1,0,1,0,0.0,0.0,2
SMAR,1,0,2,0,0.0,0.0,3
SMG,0,3,0,3,2.0,1.0,9
SMHI,1,1,3,1,0.0,0.0,6
SMLP,0,0,0,0,1.0,0.0,1
