Date,Open,High,Low,Close,Adj Close,Volume,Zlema,PVT,MAMAFAMA,BuySellCount,BuySell
1981-05-13,0.1222,0.1233,0.1217,0.1217,0.0957,4905600,False,,,-1,0
1981-05-14,0.1211,0.1211,0.12,0.12,0.0943,4928000,False,,,-1,0
1981-05-15,0.1228,0.1244,0.1228,0.1228,0.0965,4905600,False,,,-1,0
1981-05-18,0.125,0.1261,0.125,0.125,0.0983,4166400,True,,,1,0
1981-05-19,0.1233,0.1233,0.1228,0.1228,0.0965,25424000,True,False,,0,0
1981-05-20,0.1267,0.1278,0.1267,0.1267,0.0996,13283200,True,True,,2,Buy
1981-05-21,0.1339,0.1345,0.1339,0.1339,0.1053,32211200,True,,,1,0
1981-05-22,0.1401,0.1412,0.1401,0.1401,0.1101,31427200,True,,,1,0
1981-05-26,0.1401,0.1401,0.1395,0.1395,0.1097,85344000,True,,,1,0
1981-05-27,0.1473,0.1479,0.1473,0.1473,0.1158,149497600,True,,,1,0
1981-05-28,0.1473,0.1479,0.1473,0.1473,0.1158,73987200,True,,,1,0
1981-05-29,0.1479,0.1484,0.1479,0.1479,0.1163,59382400,True,,,1,0
1981-06-01,0.1479,0.1484,0.1479,0.1479,0.1163,51251200,True,,,1,0
1981-06-02,0.1412,0.1412,0.1406,0.1406,0.1106,40432000,False,,,-1,0
1981-06-03,0.1406,0.1417,0.1406,0.1406,0.1106,39446400,False,,,-1,0
1981-06-04,0.1434,0.144,0.1434,0.1434,0.1128,56067200,False,,,-1,0
1981-06-05,0.1417,0.1417,0.1412,0.1412,0.111,57680000,False,,,-1,0
1981-06-08,0.1367,0.1367,0.1362,0.1362,0.1071,93497600,False,,,-1,0
1981-06-09,0.139,0.1395,0.139,0.139,0.1093,119593600,False,,,-1,0
1981-06-10,0.1406,0.1423,0.1406,0.1406,0.1106,25222400,True,,,1,0
1981-06-11,0.1468,0.1473,0.1468,0.1468,0.1154,38976000,True,,,1,0
1981-06-12,0.1456,0.1456,0.1451,0.1451,0.1141,25804800,True,,,1,0
1981-06-15,0.1451,0.1451,0.1445,0.1445,0.1136,143763200,True,,,1,0
1981-06-16,0.1423,0.1423,0.1417,0.1417,0.1115,37251200,True,,,1,0
1981-06-17,0.1401,0.1401,0.1395,0.1395,0.1097,27574400,False,,,-1,0
1981-06-18,0.1395,0.1401,0.139,0.139,0.1093,23049600,False,,,-1,0
1981-06-19,0.1356,0.1356,0.135,0.135,0.1062,27507200,False,,,-1,0
1981-06-22,0.1306,0.1306,0.13,0.13,0.1022,10841600,False,False,,-2,False
1981-06-23,0.1323,0.1334,0.1323,0.1323,0.104,15030400,False,True,,0,0
1981-06-24,0.13,0.13,0.1289,0.1289,0.1014,23027200,False,False,,-2,False
1981-06-25,0.1317,0.1323,0.1317,0.1317,0.1036,24259200,False,True,,0,0
1981-06-26,0.1311,0.1311,0.13,0.13,0.1022,23788800,False,False,,-2,False
1981-06-29,0.1267,0.1267,0.1256,0.1256,0.0987,10595200,False,,,-1,0
1981-06-30,0.1166,0.1166,0.1161,0.1161,0.0913,35907200,False,,,-1,0
1981-07-01,0.1155,0.1155,0.115,0.115,0.0904,170464000,False,,,-1,0
1981-07-02,0.115,0.1155,0.115,0.115,0.0904,30284800,False,,,-1,0
1981-07-06,0.1122,0.1122,0.111,0.111,0.0873,16531200,False,,,-1,0
1981-07-07,0.1122,0.1133,0.1122,0.1122,0.0882,15836800,False,,,-1,0
1981-07-08,0.1166,0.1172,0.1166,0.1166,0.0917,16620800,False,,,-1,0
1981-07-09,0.1083,0.1083,0.1077,0.1077,0.0847,32883200,False,,,-1,0
1981-07-10,0.0999,0.0999,0.0993,0.0993,0.0781,55171200,False,,,-1,0
1981-07-13,0.1016,0.1021,0.1016,0.1016,0.0799,45740800,False,,,-1,0
1981-07-14,0.106,0.1071,0.106,0.106,0.0834,19779200,False,,,-1,0
1981-07-15,0.1088,0.1094,0.1088,0.1088,0.0856,10953600,True,,,1,0
1981-07-16,0.1116,0.1127,0.1116,0.1116,0.0878,15232000,True,,,1,0
1981-07-17,0.1155,0.1161,0.1155,0.1155,0.0908,19824000,True,,,1,0
1981-07-20,0.1083,0.1083,0.1077,0.1077,0.0847,23654400,True,,,1,0
1981-07-21,0.1077,0.1077,0.1071,0.1071,0.0842,31942400,True,,,1,0
1981-07-22,0.1021,0.1021,0.101,0.101,0.0794,22668800,False,,,-1,0
1981-07-23,0.1038,0.1044,0.1038,0.1038,0.0816,34451200,False,,,-1,0
1981-07-24,0.1071,0.1077,0.1071,0.1071,0.0842,28851200,False,,,-1,0
1981-07-27,0.1116,0.1122,0.1116,0.1116,0.0878,17337600,True,,,1,0
1981-07-28,0.1083,0.1083,0.1077,0.1077,0.0847,22848000,True,,,1,0
1981-07-29,0.1066,0.1066,0.106,0.106,0.0834,15500800,False,,,-1,0
1981-07-30,0.1099,0.111,0.1099,0.1099,0.0864,9900800,True,,,1,0
1981-07-31,0.1116,0.1122,0.1116,0.1116,0.0878,10953600,True,,,1,0
1981-08-03,0.1116,0.1116,0.1105,0.1105,0.0869,12432000,True,,,1,0
1981-08-04,0.1122,0.1127,0.1122,0.1122,0.0882,31673600,True,,,1,0
1981-08-05,0.1155,0.1161,0.1155,0.1155,0.0908,17494400,True,,,1,0
1981-08-06,0.1133,0.1133,0.1127,0.1127,0.0886,10528000,True,,,1,0
1981-08-07,0.1127,0.1133,0.1127,0.1127,0.0886,9206400,True,,,1,0
